400,400,1391.6967468754444
800,613,-50.9362259757535
1200,910,-141.65766394256298
1600,1282,-142.1801684004195
2000,1671,-142.49187950435837
2400,2066,-142.67937529494102
2800,2463,-142.75594185614287
3200,2860,-143.06452892755973
3600,3260,-143.1536604238941
4000,3660,-143.17739366745639
4400,4060,-143.17739366745639
4800,4460,-143.17739366745639
5200,4860,-143.194981122933
5600,5260,-143.24605174353232
6000,5660,-143.24605174353232
6400,6060,-143.25877955835213
6800,6460,-143.25877955835213
7200,6860,-143.31784565117601
7600,7260,-143.31784565117601
8000,7660,-143.32101475797595
8400,8060,-143.32101475797595
8800,8460,-143.32101475797595
9200,8860,-143.32101475797595
9600,9260,-143.37584816177716
10000,9660,-143.37584816177716
